ts,wh,
1653723000,33,2022-05-28 07:30
1653723900,0,2022-05-28 07:45
1653724800,0,2022-05-28 08:00
1653725700,305,2022-05-28 08:15
1653726600,1734,2022-05-28 08:30
1653727500,1218,2022-05-28 08:45
1653728400,1025,2022-05-28 09:00
1653729300,838,2022-05-28 09:15
1653730200,887,2022-05-28 09:30
1653731100,778,2022-05-28 09:45
1653732000,1014,2022-05-28 10:00
1653732900,1006,2022-05-28 10:15
1653733800,693,2022-05-28 10:30
1653734700,571,2022-05-28 10:45
1653735600,779,2022-05-28 11:00
1653736500,708,2022-05-28 11:15
1653737400,570,2022-05-28 11:30
1653738300,572,2022-05-28 11:45
1653739200,349,2022-05-28 12:00
1653740100,0,2022-05-28 12:15
1653741000,0,2022-05-28 12:30
1653741900,275,2022-05-28 12:45
1653742800,1573,2022-05-28 13:00
1653743700,1034,2022-05-28 13:15
1653744600,949,2022-05-28 13:30
1653745500,841,2022-05-28 13:45
1653746400,696,2022-05-28 14:00
1653747300,631,2022-05-28 14:15
1653748200,861,2022-05-28 14:30
1653749100,776,2022-05-28 14:45
1653750000,1137,2022-05-28 15:00
1653750900,1018,2022-05-28 15:15
1653751800,1027,2022-05-28 15:30
1653752700,968,2022-05-28 15:45
1653753600,1274,2022-05-28 16:00
1653754500,1212,2022-05-28 16:15
1653755400,1408,2022-05-28 16:30
1653756300,865,2022-05-28 16:45
1653757200,870,2022-05-28 17:00
1653758100,1069,2022-05-28 17:15
1653759000,1150,2022-05-28 17:30
1653759900,993,2022-05-28 17:45
1653760800,971,2022-05-28 18:00
1653761700,1018,2022-05-28 18:15
1653762600,1095,2022-05-28 18:30
1653763500,968,2022-05-28 18:45
1653764400,954,2022-05-28 19:00
1653765300,1051,2022-05-28 19:15
1653766200,1282,2022-05-28 19:30
1653767100,1073,2022-05-28 19:45
1653768000,1029,2022-05-28 20:00
1653768900,1180,2022-05-28 20:15
1653769800,1049,2022-05-28 20:30
1653770700,952,2022-05-28 20:45
1653771600,1089,2022-05-28 21:00
1653772500,955,2022-05-28 21:15
1653773400,1064,2022-05-28 21:30
1653774300,1217,2022-05-28 21:45
1653775200,1215,2022-05-28 22:00
1653776100,1417,2022-05-28 22:15
1653777000,1526,2022-05-28 22:30
1653777900,1669,2022-05-28 22:45
1653778800,1868,2022-05-28 23:00
1653779700,1502,2022-05-28 23:15
1653780600,1156,2022-05-28 23:30
1653781500,1258,2022-05-28 23:45
1653782400,1252,2022-05-29 00:00
1653783300,1254,2022-05-29 00:15
1653784200,1247,2022-05-29 00:30
1653785100,1144,2022-05-29 00:45
1653786000,1684,2022-05-29 01:00
1653786900,1562,2022-05-29 01:15
1653787800,1225,2022-05-29 01:30
1653788700,1227,2022-05-29 01:45
1653789600,1106,2022-05-29 02:00
1653790500,1009,2022-05-29 02:15
1653791400,1399,2022-05-29 02:30
1653792300,1913,2022-05-29 02:45
1653793200,1590,2022-05-29 03:00
1653794100,1289,2022-05-29 03:15
1653795000,1373,2022-05-29 03:30
1653795900,1302,2022-05-29 03:45
1653796800,1151,2022-05-29 04:00
1653797700,1262,2022-05-29 04:15
1653798600,1077,2022-05-29 04:30
1653799500,1162,2022-05-29 04:45
1653800400,1637,2022-05-29 05:00
1653801300,1147,2022-05-29 05:15
1653802200,1162,2022-05-29 05:30
1653803100,861,2022-05-29 05:45
1653804000,1297,2022-05-29 06:00
1653804900,1096,2022-05-29 06:15
1653805800,1022,2022-05-29 06:30
1653806700,1140,2022-05-29 06:45
1653807600,1057,2022-05-29 07:00
1653808500,1162,2022-05-29 07:15
1653809400,138,2022-05-29 07:30
1653810300,0,2022-05-29 07:45
1653811200,0,2022-05-29 08:00
1653812100,0,2022-05-29 08:15
1653813000,2041,2022-05-29 08:30
1653813900,1961,2022-05-29 08:45
1653814800,1849,2022-05-29 09:00
1653815700,1653,2022-05-29 09:15
1653816600,1727,2022-05-29 09:30
1653817500,1774,2022-05-29 09:45
1653818400,1555,2022-05-29 10:00
1653819300,1062,2022-05-29 10:15
1653820200,1047,2022-05-29 10:30
1653821100,1019,2022-05-29 10:45
1653822000,1381,2022-05-29 11:00
1653822900,1340,2022-05-29 11:15
1653823800,1186,2022-05-29 11:30
1653824700,779,2022-05-29 11:45
1653825600,173,2022-05-29 12:00
1653826500,0,2022-05-29 12:15
1653827400,0,2022-05-29 12:30
1653828300,306,2022-05-29 12:45
1653829200,1751,2022-05-29 13:00
1653830100,1143,2022-05-29 13:15
1653831000,1572,2022-05-29 13:30
1653831900,1468,2022-05-29 13:45
1653832800,952,2022-05-29 14:00
1653833700,771,2022-05-29 14:15
1653834600,1012,2022-05-29 14:30
1653835500,1584,2022-05-29 14:45
1653836400,1131,2022-05-29 15:00
1653837300,1152,2022-05-29 15:15
1653838200,1131,2022-05-29 15:30
1653839100,1203,2022-05-29 15:45
1653840000,1184,2022-05-29 16:00
1653840900,962,2022-05-29 16:15
1653841800,958,2022-05-29 16:30
1653842700,984,2022-05-29 16:45
1653843600,894,2022-05-29 17:00
1653844500,1020,2022-05-29 17:15
1653845400,854,2022-05-29 17:30
1653846300,869,2022-05-29 17:45
1653847200,995,2022-05-29 18:00
1653848100,1218,2022-05-29 18:15
1653849000,906,2022-05-29 18:30
1653849900,871,2022-05-29 18:45
1653850800,845,2022-05-29 19:00
1653851700,1083,2022-05-29 19:15
1653852600,1231,2022-05-29 19:30
1653853500,1252,2022-05-29 19:45
1653854400,1215,2022-05-29 20:00
1653855300,1400,2022-05-29 20:15
1653856200,1442,2022-05-29 20:30
1653857100,1616,2022-05-29 20:45
1653858000,1762,2022-05-29 21:00
1653858900,1771,2022-05-29 21:15
1653859800,1588,2022-05-29 21:30
1653860700,1603,2022-05-29 21:45
1653861600,1482,2022-05-29 22:00
1653862500,1654,2022-05-29 22:15
1653863400,1550,2022-05-29 22:30
1653864300,1494,2022-05-29 22:45
1653865200,1706,2022-05-29 23:00
1653866100,1756,2022-05-29 23:15
1653867000,1937,2022-05-29 23:30
1653867900,1994,2022-05-29 23:45
1653868800,1679,2022-05-30 00:00
1653869700,1295,2022-05-30 00:15
1653870600,1298,2022-05-30 00:30
1653871500,1506,2022-05-30 00:45
1653872400,1231,2022-05-30 01:00
1653873300,1163,2022-05-30 01:15
1653874200,1089,2022-05-30 01:30
1653875100,1108,2022-05-30 01:45
1653876000,829,2022-05-30 02:00
1653876900,1132,2022-05-30 02:15
1653877800,1069,2022-05-30 02:30
1653878700,1482,2022-05-30 02:45
1653879600,1744,2022-05-30 03:00
1653880500,1519,2022-05-30 03:15
1653881400,1504,2022-05-30 03:30
1653882300,1138,2022-05-30 03:45
1653883200,1217,2022-05-30 04:00
1653884100,1519,2022-05-30 04:15
1653885000,1414,2022-05-30 04:30
1653885900,1289,2022-05-30 04:45
1653886800,1119,2022-05-30 05:00
1653887700,882,2022-05-30 05:15
1653888600,1517,2022-05-30 05:30
1653889500,1215,2022-05-30 05:45
1653890400,1304,2022-05-30 06:00
1653891300,1147,2022-05-30 06:15
1653892200,855,2022-05-30 06:30
1653893100,1183,2022-05-30 06:45
1653894000,1176,2022-05-30 07:00
1653894900,1131,2022-05-30 07:15
1653895800,383,2022-05-30 07:30
1653896700,0,2022-05-30 07:45
1653897600,0,2022-05-30 08:00
1653898500,0,2022-05-30 08:15
1653899400,2216,2022-05-30 08:30
1653900300,1552,2022-05-30 08:45
1653901200,1627,2022-05-30 09:00
1653902100,1682,2022-05-30 09:15
1653903000,1364,2022-05-30 09:30
1653903900,1306,2022-05-30 09:45
1653904800,937,2022-05-30 10:00
1653905700,936,2022-05-30 10:15
1653906600,1419,2022-05-30 10:30
1653907500,1164,2022-05-30 10:45
1653908400,1057,2022-05-30 11:00
1653909300,1087,2022-05-30 11:15
1653910200,1530,2022-05-30 11:30
1653911100,1348,2022-05-30 11:45
1653912000,567,2022-05-30 12:00
1653912900,0,2022-05-30 12:15
1653913800,0,2022-05-30 12:30
1653914700,0,2022-05-30 12:45
1653915600,1856,2022-05-30 13:00
1653916500,1588,2022-05-30 13:15
1653917400,1389,2022-05-30 13:30
1653918300,1256,2022-05-30 13:45
1653919200,1456,2022-05-30 14:00
1653920100,1188,2022-05-30 14:15
1653921000,1030,2022-05-30 14:30
1653921900,1459,2022-05-30 14:45
1653922800,1459,2022-05-30 15:00
1653923700,1321,2022-05-30 15:15
1653924600,1089,2022-05-30 15:30
1653925500,1234,2022-05-30 15:45
1653926400,1080,2022-05-30 16:00
1653927300,1048,2022-05-30 16:15
1653928200,957,2022-05-30 16:30
1653929100,1123,2022-05-30 16:45
1653930000,1191,2022-05-30 17:00
1653930900,1494,2022-05-30 17:15
1653931800,1516,2022-05-30 17:30
1653932700,1587,2022-05-30 17:45
1653933600,1475,2022-05-30 18:00
1653934500,1221,2022-05-30 18:15
1653935400,986,2022-05-30 18:30
1653936300,1448,2022-05-30 18:45
1653937200,1610,2022-05-30 19:00
1653938100,1250,2022-05-30 19:15
1653939000,1308,2022-05-30 19:30
1653939900,1218,2022-05-30 19:45
1653940800,1237,2022-05-30 20:00
1653941700,1352,2022-05-30 20:15
1653942600,1515,2022-05-30 20:30
1653943500,1532,2022-05-30 20:45
1653944400,1489,2022-05-30 21:00
1653945300,1481,2022-05-30 21:15
1653946200,1337,2022-05-30 21:30
1653947100,1366,2022-05-30 21:45
1653948000,1742,2022-05-30 22:00
1653948900,1555,2022-05-30 22:15
1653949800,1768,2022-05-30 22:30
1653950700,1791,2022-05-30 22:45
1653951600,1751,2022-05-30 23:00
1653952500,1804,2022-05-30 23:15
1653953400,1751,2022-05-30 23:30
1653954300,1457,2022-05-30 23:45
1653955200,1400,2022-05-31 00:00
1653956100,1219,2022-05-31 00:15
1653957000,1344,2022-05-31 00:30
1653957900,1251,2022-05-31 00:45
1653958800,1585,2022-05-31 01:00
1653959700,1514,2022-05-31 01:15
1653960600,1190,2022-05-31 01:30
1653961500,1201,2022-05-31 01:45
1653962400,1205,2022-05-31 02:00
1653963300,1087,2022-05-31 02:15
1653964200,1079,2022-05-31 02:30
1653965100,1727,2022-05-31 02:45
1653966000,1750,2022-05-31 03:00
1653966900,2033,2022-05-31 03:15
1653967800,1496,2022-05-31 03:30
1653968700,991,2022-05-31 03:45
1653969600,1338,2022-05-31 04:00
1653970500,1506,2022-05-31 04:15
1653971400,1518,2022-05-31 04:30
1653972300,1282,2022-05-31 04:45
1653973200,1219,2022-05-31 05:00
1653974100,1051,2022-05-31 05:15
1653975000,1174,2022-05-31 05:30
1653975900,1109,2022-05-31 05:45
1653976800,1139,2022-05-31 06:00
1653977700,1084,2022-05-31 06:15
1653978600,1032,2022-05-31 06:30
1653979500,976,2022-05-31 06:45
1653980400,1263,2022-05-31 07:00
1653981300,498,2022-05-31 07:15
1653982200,0,2022-05-31 07:30
1653983100,0,2022-05-31 07:45
1653984000,0,2022-05-31 08:00
1653984900,1,2022-05-31 08:15
1653985800,1173,2022-05-31 08:30
1653986700,2100,2022-05-31 08:45
1653987600,2130,2022-05-31 09:00
1653988500,1915,2022-05-31 09:15
1653989400,2224,2022-05-31 09:30
1653990300,2112,2022-05-31 09:45
1653991200,1723,2022-05-31 10:00
1653992100,1432,2022-05-31 10:15
1653993000,1207,2022-05-31 10:30
1653993900,1236,2022-05-31 10:45
1653994800,920,2022-05-31 11:00
1653995700,1161,2022-05-31 11:15
1653996600,1149,2022-05-31 11:30
1653997500,655,2022-05-31 11:45
1653998400,276,2022-05-31 12:00
1653999300,0,2022-05-31 12:15
1654000200,0,2022-05-31 12:30
1654001100,0,2022-05-31 12:45
1654002000,996,2022-05-31 13:00
1654002900,991,2022-05-31 13:15
1654003800,914,2022-05-31 13:30
1654004700,779,2022-05-31 13:45
1654005600,796,2022-05-31 14:00
1654006500,1033,2022-05-31 14:15
1654007400,1185,2022-05-31 14:30
1654008300,783,2022-05-31 14:45
1654009200,1088,2022-05-31 15:00
1654010100,1268,2022-05-31 15:15
1654011000,1232,2022-05-31 15:30
1654011900,1479,2022-05-31 15:45
1654012800,1561,2022-05-31 16:00
1654013700,1218,2022-05-31 16:15
1654014600,1142,2022-05-31 16:30
1654015500,1277,2022-05-31 16:45
1654016400,1094,2022-05-31 17:00
1654017300,1148,2022-05-31 17:15
1654018200,1204,2022-05-31 17:30
1654019100,1131,2022-05-31 17:45
1654020000,1555,2022-05-31 18:00
1654020900,1523,2022-05-31 18:15
1654021800,1532,2022-05-31 18:30
1654022700,1692,2022-05-31 18:45
1654023600,1612,2022-05-31 19:00
1654024500,1565,2022-05-31 19:15
1654025400,1885,2022-05-31 19:30
1654026300,1712,2022-05-31 19:45
1654027200,1850,2022-05-31 20:00
1654028100,1920,2022-05-31 20:15
1654029000,1553,2022-05-31 20:30
1654029900,1456,2022-05-31 20:45
1654030800,1885,2022-05-31 21:00
1654031700,1963,2022-05-31 21:15
1654032600,1709,2022-05-31 21:30
1654033500,1628,2022-05-31 21:45
1654034400,1605,2022-05-31 22:00
1654035300,1579,2022-05-31 22:15
1654036200,1343,2022-05-31 22:30
1654037100,1296,2022-05-31 22:45
1654038000,1191,2022-05-31 23:00
1654038900,1181,2022-05-31 23:15
1654039800,1525,2022-05-31 23:30
1654040700,1735,2022-05-31 23:45
1654041600,1752,2022-06-01 00:00
1654042500,1375,2022-06-01 00:15
1654043400,1481,2022-06-01 00:30
1654044300,1277,2022-06-01 00:45
1654045200,1151,2022-06-01 01:00
1654046100,1116,2022-06-01 01:15
1654047000,1328,2022-06-01 01:30
1654047900,1527,2022-06-01 01:45
1654048800,849,2022-06-01 02:00
1654049700,809,2022-06-01 02:15
1654050600,980,2022-06-01 02:30
1654051500,1156,2022-06-01 02:45
1654052400,1572,2022-06-01 03:00
1654053300,1405,2022-06-01 03:15
1654054200,1328,2022-06-01 03:30
1654055100,992,2022-06-01 03:45
1654056000,1398,2022-06-01 04:00
1654056900,1511,2022-06-01 04:15
1654057800,1355,2022-06-01 04:30
1654058700,1005,2022-06-01 04:45
1654059600,1166,2022-06-01 05:00
1654060500,1223,2022-06-01 05:15
1654061400,1240,2022-06-01 05:30
1654062300,1038,2022-06-01 05:45
1654063200,976,2022-06-01 06:00
1654064100,809,2022-06-01 06:15
1654065000,731,2022-06-01 06:30
1654065900,773,2022-06-01 06:45
1654066800,711,2022-06-01 07:00
1654067700,1319,2022-06-01 07:15
1654068600,238,2022-06-01 07:30
1654069500,0,2022-06-01 07:45
1654070400,0,2022-06-01 08:00
1654071300,1295,2022-06-01 08:15
1654072200,1997,2022-06-01 08:30
1654073100,1757,2022-06-01 08:45
1654074000,1897,2022-06-01 09:00
1654074900,1670,2022-06-01 09:15
1654075800,1057,2022-06-01 09:30
1654076700,957,2022-06-01 09:45
1654077600,936,2022-06-01 10:00
1654078500,878,2022-06-01 10:15
1654079400,1037,2022-06-01 10:30
1654080300,1149,2022-06-01 10:45
1654081200,832,2022-06-01 11:00
1654082100,986,2022-06-01 11:15
1654083000,1036,2022-06-01 11:30
1654083900,757,2022-06-01 11:45
1654084800,0,2022-06-01 12:00
1654085700,0,2022-06-01 12:15
1654086600,0,2022-06-01 12:30
1654087500,1079,2022-06-01 12:45
1654088400,1706,2022-06-01 13:00
1654089300,1346,2022-06-01 13:15
1654090200,1163,2022-06-01 13:30
1654091100,1027,2022-06-01 13:45
1654092000,1053,2022-06-01 14:00
1654092900,843,2022-06-01 14:15
1654093800,798,2022-06-01 14:30
1654094700,1107,2022-06-01 14:45
1654095600,815,2022-06-01 15:00
1654096500,752,2022-06-01 15:15
1654097400,1032,2022-06-01 15:30
1654098300,1566,2022-06-01 15:45
1654099200,1529,2022-06-01 16:00
1654100100,1468,2022-06-01 16:15
1654101000,1291,2022-06-01 16:30
1654101900,1171,2022-06-01 16:45
1654102800,1035,2022-06-01 17:00
1654103700,1107,2022-06-01 17:15
1654104600,947,2022-06-01 17:30
1654105500,1138,2022-06-01 17:45
1654106400,1244,2022-06-01 18:00
1654107300,1105,2022-06-01 18:15
1654108200,1084,2022-06-01 18:30
1654109100,1114,2022-06-01 18:45
1654110000,1346,2022-06-01 19:00
1654110900,1448,2022-06-01 19:15
1654111800,1475,2022-06-01 19:30
1654112700,1875,2022-06-01 19:45
1654113600,1775,2022-06-01 20:00
1654114500,1757,2022-06-01 20:15
1654115400,1388,2022-06-01 20:30
1654116300,1391,2022-06-01 20:45
1654117200,1427,2022-06-01 21:00
1654118100,1378,2022-06-01 21:15
1654119000,1472,2022-06-01 21:30
1654119900,1598,2022-06-01 21:45
1654120800,1569,2022-06-01 22:00
1654121700,1544,2022-06-01 22:15
1654122600,1394,2022-06-01 22:30
1654123500,1339,2022-06-01 22:45
1654124400,1310,2022-06-01 23:00
1654125300,1304,2022-06-01 23:15
1654126200,1265,2022-06-01 23:30
1654127100,1339,2022-06-01 23:45
1654128000,1162,2022-06-02 00:00
1654128900,1085,2022-06-02 00:15
1654129800,1029,2022-06-02 00:30
1654130700,831,2022-06-02 00:45
1654131600,968,2022-06-02 01:00
1654132500,1106,2022-06-02 01:15
1654133400,821,2022-06-02 01:30
1654134300,911,2022-06-02 01:45
1654135200,806,2022-06-02 02:00
1654136100,899,2022-06-02 02:15
1654137000,555,2022-06-02 02:30
1654137900,1004,2022-06-02 02:45
1654138800,1060,2022-06-02 03:00
1654139700,1280,2022-06-02 03:15
1654140600,832,2022-06-02 03:30
1654141500,827,2022-06-02 03:45
1654142400,1384,2022-06-02 04:00
1654143300,1389,2022-06-02 04:15
1654144200,1296,2022-06-02 04:30
1654145100,859,2022-06-02 04:45
1654146000,797,2022-06-02 05:00
1654146900,860,2022-06-02 05:15
1654147800,679,2022-06-02 05:30
1654148700,1010,2022-06-02 05:45
1654149600,1179,2022-06-02 06:00
1654150500,785,2022-06-02 06:15
1654151400,977,2022-06-02 06:30
1654152300,829,2022-06-02 06:45
1654153200,743,2022-06-02 07:00
1654154100,709,2022-06-02 07:15
1654155000,133,2022-06-02 07:30
1654155900,0,2022-06-02 07:45
1654156800,0,2022-06-02 08:00
1654157700,0,2022-06-02 08:15
1654158600,1376,2022-06-02 08:30
1654159500,1884,2022-06-02 08:45
1654160400,1528,2022-06-02 09:00
1654161300,1510,2022-06-02 09:15
1654162200,1080,2022-06-02 09:30
1654163100,1011,2022-06-02 09:45
1654164000,1095,2022-06-02 10:00
1654164900,1040,2022-06-02 10:15
1654165800,1165,2022-06-02 10:30
1654166700,698,2022-06-02 10:45
1654167600,641,2022-06-02 11:00
1654168500,1073,2022-06-02 11:15
1654169400,1087,2022-06-02 11:30
1654170300,857,2022-06-02 11:45
1654171200,0,2022-06-02 12:00
1654172100,0,2022-06-02 12:15
1654173000,0,2022-06-02 12:30
1654173900,31,2022-06-02 12:45
1654174800,2035,2022-06-02 13:00
1654175700,1638,2022-06-02 13:15
1654176600,1034,2022-06-02 13:30
1654177500,1064,2022-06-02 13:45
1654178400,1145,2022-06-02 14:00
1654179300,1136,2022-06-02 14:15
1654180200,747,2022-06-02 14:30
1654181100,800,2022-06-02 14:45
1654182000,980,2022-06-02 15:00
1654182900,1079,2022-06-02 15:15
1654183800,1246,2022-06-02 15:30
1654184700,1597,2022-06-02 15:45
1654185600,1585,2022-06-02 16:00
1654186500,1480,2022-06-02 16:15
1654187400,1529,2022-06-02 16:30
1654188300,1236,2022-06-02 16:45
1654189200,1201,2022-06-02 17:00
1654190100,1229,2022-06-02 17:15
1654191000,1029,2022-06-02 17:30
1654191900,1074,2022-06-02 17:45
1654192800,1080,2022-06-02 18:00
1654193700,1132,2022-06-02 18:15
1654194600,1513,2022-06-02 18:30
1654195500,1451,2022-06-02 18:45
1654196400,1568,2022-06-02 19:00
1654197300,1345,2022-06-02 19:15
1654198200,1312,2022-06-02 19:30
1654199100,1398,2022-06-02 19:45
1654200000,1508,2022-06-02 20:00
1654200900,1511,2022-06-02 20:15
1654201800,1398,2022-06-02 20:30
1654202700,1554,2022-06-02 20:45
1654203600,1222,2022-06-02 21:00
1654204500,1200,2022-06-02 21:15
1654205400,1560,2022-06-02 21:30
1654206300,1649,2022-06-02 21:45
1654207200,1711,2022-06-02 22:00
1654208100,1676,2022-06-02 22:15
1654209000,1519,2022-06-02 22:30
1654209900,1928,2022-06-02 22:45
1654210800,1868,2022-06-02 23:00
1654211700,1697,2022-06-02 23:15
1654212600,1619,2022-06-02 23:30
1654213500,1315,2022-06-02 23:45
1654214400,1718,2022-06-03 00:00
1654215300,1673,2022-06-03 00:15
1654216200,1667,2022-06-03 00:30
1654217100,1211,2022-06-03 00:45
1654218000,1092,2022-06-03 01:00
1654218900,1074,2022-06-03 01:15
1654219800,1139,2022-06-03 01:30
1654220700,815,2022-06-03 01:45
1654221600,765,2022-06-03 02:00
1654222500,796,2022-06-03 02:15
1654223400,781,2022-06-03 02:30
1654224300,596,2022-06-03 02:45
1654225200,604,2022-06-03 03:00
1654226100,679,2022-06-03 03:15
1654227000,573,2022-06-03 03:30
1654227900,810,2022-06-03 03:45
1654228800,606,2022-06-03 04:00
1654229700,917,2022-06-03 04:15
1654230600,1062,2022-06-03 04:30
1654231500,1014,2022-06-03 04:45
1654232400,955,2022-06-03 05:00
1654233300,605,2022-06-03 05:15
1654234200,546,2022-06-03 05:30
1654235100,0,2022-06-03 05:45
1654236000,0,2022-06-03 06:00
1654236900,0,2022-06-03 06:15
1654237800,1776,2022-06-03 06:30
1654238700,1250,2022-06-03 06:45
1654239600,964,2022-06-03 07:00
1654240500,745,2022-06-03 07:15
1654241400,84,2022-06-03 07:30
1654242300,0,2022-06-03 07:45
1654243200,0,2022-06-03 08:00
1654244100,43,2022-06-03 08:15
1654245000,1940,2022-06-03 08:30
1654245900,1489,2022-06-03 08:45
1654246800,1119,2022-06-03 09:00
1654247700,870,2022-06-03 09:15
1654248600,807,2022-06-03 09:30
1654249500,791,2022-06-03 09:45
1654250400,674,2022-06-03 10:00
1654251300,759,2022-06-03 10:15
1654252200,638,2022-06-03 10:30
1654253100,727,2022-06-03 10:45
1654254000,613,2022-06-03 11:00
1654254900,708,2022-06-03 11:15
1654255800,610,2022-06-03 11:30
1654256700,612,2022-06-03 11:45
1654257600,216,2022-06-03 12:00
1654258500,0,2022-06-03 12:15
1654259400,0,2022-06-03 12:30
1654260300,0,2022-06-03 12:45
1654261200,1403,2022-06-03 13:00
1654262100,1513,2022-06-03 13:15
1654263000,1234,2022-06-03 13:30
1654263900,967,2022-06-03 13:45
1654264800,1074,2022-06-03 14:00
1654265700,784,2022-06-03 14:15
1654266600,743,2022-06-03 14:30
1654267500,938,2022-06-03 14:45
1654268400,1714,2022-06-03 15:00
1654269300,1328,2022-06-03 15:15
1654270200,982,2022-06-03 15:30
1654271100,1324,2022-06-03 15:45
1654272000,1423,2022-06-03 16:00
1654272900,1189,2022-06-03 16:15
1654273800,1083,2022-06-03 16:30
1654274700,1064,2022-06-03 16:45
1654275600,990,2022-06-03 17:00
1654276500,1122,2022-06-03 17:15
1654277400,1216,2022-06-03 17:30
1654278300,1277,2022-06-03 17:45
1654279200,1584,2022-06-03 18:00
1654280100,1334,2022-06-03 18:15
1654281000,1416,2022-06-03 18:30
1654281900,1520,2022-06-03 18:45
1654282800,1253,2022-06-03 19:00
1654283700,1353,2022-06-03 19:15
1654284600,1509,2022-06-03 19:30
1654285500,1682,2022-06-03 19:45
1654286400,1720,2022-06-03 20:00
1654287300,1832,2022-06-03 20:15
1654288200,1694,2022-06-03 20:30
1654289100,1602,2022-06-03 20:45
1654290000,1513,2022-06-03 21:00
1654290900,1374,2022-06-03 21:15
1654291800,1495,2022-06-03 21:30
1654292700,1467,2022-06-03 21:45
