ts,wh,
1654830000,719,2022-06-10 03:00
1654830900,926,2022-06-10 03:15
1654831800,657,2022-06-10 03:30
1654832700,577,2022-06-10 03:45
1654833600,585,2022-06-10 04:00
1654834500,658,2022-06-10 04:15
1654835400,591,2022-06-10 04:30
1654836300,566,2022-06-10 04:45
1654837200,663,2022-06-10 05:00
1654838100,586,2022-06-10 05:15
1654839000,116,2022-06-10 05:30
1654839900,0,2022-06-10 05:45
1654840800,0,2022-06-10 06:00
1654841700,0,2022-06-10 06:15
1654842600,1493,2022-06-10 06:30
1654843500,1319,2022-06-10 06:45
1654844400,1186,2022-06-10 07:00
1654845300,823,2022-06-10 07:15
1654846200,167,2022-06-10 07:30
1654847100,0,2022-06-10 07:45
1654848000,0,2022-06-10 08:00
1654848900,0,2022-06-10 08:15
1654849800,1390,2022-06-10 08:30
1654850700,1401,2022-06-10 08:45
1654851600,1214,2022-06-10 09:00
1654852500,1141,2022-06-10 09:15
1654853400,756,2022-06-10 09:30
1654854300,684,2022-06-10 09:45
1654855200,692,2022-06-10 10:00
1654856100,635,2022-06-10 10:15
1654857000,765,2022-06-10 10:30
1654857900,842,2022-06-10 10:45
1654858800,685,2022-06-10 11:00
1654859700,673,2022-06-10 11:15
1654860600,752,2022-06-10 11:30
1654861500,664,2022-06-10 11:45
1654862400,180,2022-06-10 12:00
1654863300,0,2022-06-10 12:15
1654864200,0,2022-06-10 12:30
1654865100,0,2022-06-10 12:45
1654866000,1479,2022-06-10 13:00
1654866900,1267,2022-06-10 13:15
1654867800,932,2022-06-10 13:30
1654868700,836,2022-06-10 13:45
1654869600,1082,2022-06-10 14:00
1654870500,821,2022-06-10 14:15
1654871400,613,2022-06-10 14:30
1654872300,1007,2022-06-10 14:45
1654873200,1568,2022-06-10 15:00
1654874100,1713,2022-06-10 15:15
1654875000,1704,2022-06-10 15:30
1654875900,1319,2022-06-10 15:45
1654876800,973,2022-06-10 16:00
1654877700,957,2022-06-10 16:15
1654878600,991,2022-06-10 16:30
1654879500,934,2022-06-10 16:45
1654880400,888,2022-06-10 17:00
1654881300,728,2022-06-10 17:15
1654882200,970,2022-06-10 17:30
1654883100,1188,2022-06-10 17:45
1654884000,878,2022-06-10 18:00
1654884900,803,2022-06-10 18:15
1654885800,856,2022-06-10 18:30
1654886700,943,2022-06-10 18:45
1654887600,1654,2022-06-10 19:00
1654888500,1189,2022-06-10 19:15
1654889400,1120,2022-06-10 19:30
1654890300,1167,2022-06-10 19:45
1654891200,1210,2022-06-10 20:00
1654892100,1221,2022-06-10 20:15
1654893000,1057,2022-06-10 20:30
1654893900,742,2022-06-10 20:45
1654894800,234,2022-06-10 21:00
1654895700,712,2022-06-10 21:15
1654896600,661,2022-06-10 21:30
1654897500,747,2022-06-10 21:45
1654898400,352,2022-06-10 22:00
1654899300,737,2022-06-10 22:15
1654900200,838,2022-06-10 22:30
1654901100,662,2022-06-10 22:45
1654902000,1032,2022-06-10 23:00
1654902900,1271,2022-06-10 23:15
1654903800,1355,2022-06-10 23:30
1654904700,767,2022-06-10 23:45
1654905600,1249,2022-06-11 00:00
1654906500,912,2022-06-11 00:15
1654907400,978,2022-06-11 00:30
1654908300,956,2022-06-11 00:45
1654909200,903,2022-06-11 01:00
1654910100,745,2022-06-11 01:15
1654911000,634,2022-06-11 01:30
1654911900,645,2022-06-11 01:45
1654912800,572,2022-06-11 02:00
1654913700,658,2022-06-11 02:15
1654914600,544,2022-06-11 02:30
1654915500,660,2022-06-11 02:45
1654916400,536,2022-06-11 03:00
1654917300,655,2022-06-11 03:15
1654918200,573,2022-06-11 03:30
1654919100,653,2022-06-11 03:45
1654920000,750,2022-06-11 04:00
1654920900,572,2022-06-11 04:15
1654921800,592,2022-06-11 04:30
1654922700,667,2022-06-11 04:45
1654923600,557,2022-06-11 05:00
1654924500,711,2022-06-11 05:15
1654925400,40,2022-06-11 05:30
1654926300,0,2022-06-11 05:45
1654927200,0,2022-06-11 06:00
1654928100,0,2022-06-11 06:15
1654929000,1246,2022-06-11 06:30
1654929900,1367,2022-06-11 06:45
1654930800,926,2022-06-11 07:00
1654931700,863,2022-06-11 07:15
1654932600,133,2022-06-11 07:30
1654933500,0,2022-06-11 07:45
1654934400,0,2022-06-11 08:00
1654935300,0,2022-06-11 08:15
1654936200,1557,2022-06-11 08:30
1654937100,1378,2022-06-11 08:45
1654938000,997,2022-06-11 09:00
1654938900,946,2022-06-11 09:15
1654939800,1048,2022-06-11 09:30
1654940700,739,2022-06-11 09:45
1654941600,637,2022-06-11 10:00
1654942500,704,2022-06-11 10:15
1654943400,652,2022-06-11 10:30
1654944300,571,2022-06-11 10:45
1654945200,764,2022-06-11 11:00
1654946100,663,2022-06-11 11:15
1654947000,736,2022-06-11 11:30
1654947900,594,2022-06-11 11:45
1654948800,137,2022-06-11 12:00
1654949700,0,2022-06-11 12:15
1654950600,0,2022-06-11 12:30
1654951500,0,2022-06-11 12:45
1654952400,788,2022-06-11 13:00
1654953300,1112,2022-06-11 13:15
1654954200,1011,2022-06-11 13:30
1654955100,972,2022-06-11 13:45
1654956000,1053,2022-06-11 14:00
1654956900,1385,2022-06-11 14:15
1654957800,804,2022-06-11 14:30
1654958700,868,2022-06-11 14:45
1654959600,811,2022-06-11 15:00
1654960500,816,2022-06-11 15:15
1654961400,842,2022-06-11 15:30
1654962300,1229,2022-06-11 15:45
1654963200,1286,2022-06-11 16:00
1654964100,1241,2022-06-11 16:15
1654965000,1175,2022-06-11 16:30
1654965900,1115,2022-06-11 16:45
1654966800,1132,2022-06-11 17:00
1654967700,1097,2022-06-11 17:15
1654968600,828,2022-06-11 17:30
1654969500,937,2022-06-11 17:45
1654970400,837,2022-06-11 18:00
1654971300,814,2022-06-11 18:15
1654972200,954,2022-06-11 18:30
1654973100,624,2022-06-11 18:45
1654974000,739,2022-06-11 19:00
1654974900,630,2022-06-11 19:15
1654975800,642,2022-06-11 19:30
1654976700,670,2022-06-11 19:45
1654977600,725,2022-06-11 20:00
1654978500,852,2022-06-11 20:15
1654979400,779,2022-06-11 20:30
1654980300,868,2022-06-11 20:45
1654981200,769,2022-06-11 21:00
1654982100,772,2022-06-11 21:15
1654983000,1156,2022-06-11 21:30
1654983900,750,2022-06-11 21:45
1654984800,1071,2022-06-11 22:00
1654985700,1017,2022-06-11 22:15
1654986600,1361,2022-06-11 22:30
1654987500,1357,2022-06-11 22:45
1654988400,1137,2022-06-11 23:00
1654989300,1227,2022-06-11 23:15
1654990200,916,2022-06-11 23:30
1654991100,1033,2022-06-11 23:45
1654992000,848,2022-06-12 00:00
1654992900,616,2022-06-12 00:15
1654993800,933,2022-06-12 00:30
1654994700,721,2022-06-12 00:45
1654995600,554,2022-06-12 01:00
1654996500,712,2022-06-12 01:15
1654997400,1120,2022-06-12 01:30
1654998300,778,2022-06-12 01:45
1654999200,578,2022-06-12 02:00
1655000100,669,2022-06-12 02:15
1655001000,320,2022-06-12 02:30
1655001900,834,2022-06-12 02:45
1655002800,1124,2022-06-12 03:00
1655003700,978,2022-06-12 03:15
1655004600,1180,2022-06-12 03:30
1655005500,938,2022-06-12 03:45
1655006400,858,2022-06-12 04:00
1655007300,1250,2022-06-12 04:15
1655008200,900,2022-06-12 04:30
1655009100,1148,2022-06-12 04:45
1655010000,1339,2022-06-12 05:00
1655010900,1260,2022-06-12 05:15
1655011800,930,2022-06-12 05:30
1655012700,816,2022-06-12 05:45
1655013600,1135,2022-06-12 06:00
1655014500,963,2022-06-12 06:15
1655015400,1060,2022-06-12 06:30
1655016300,1346,2022-06-12 06:45
1655017200,1169,2022-06-12 07:00
1655018100,741,2022-06-12 07:15
1655019000,0,2022-06-12 07:30
1655019900,0,2022-06-12 07:45
1655020800,0,2022-06-12 08:00
1655021700,305,2022-06-12 08:15
1655022600,2110,2022-06-12 08:30
1655023500,1931,2022-06-12 08:45
1655024400,1683,2022-06-12 09:00
1655025300,1366,2022-06-12 09:15
1655026200,1333,2022-06-12 09:30
1655027100,1109,2022-06-12 09:45
1655028000,1214,2022-06-12 10:00
1655028900,1537,2022-06-12 10:15
1655029800,1136,2022-06-12 10:30
1655030700,1079,2022-06-12 10:45
1655031600,1315,2022-06-12 11:00
1655032500,802,2022-06-12 11:15
1655033400,795,2022-06-12 11:30
1655034300,783,2022-06-12 11:45
1655035200,0,2022-06-12 12:00
1655036100,0,2022-06-12 12:15
1655037000,0,2022-06-12 12:30
1655037900,0,2022-06-12 12:45
1655038800,672,2022-06-12 13:00
1655039700,1677,2022-06-12 13:15
1655040600,1025,2022-06-12 13:30
1655041500,1268,2022-06-12 13:45
1655042400,784,2022-06-12 14:00
1655043300,820,2022-06-12 14:15
1655044200,866,2022-06-12 14:30
1655045100,971,2022-06-12 14:45
1655046000,1218,2022-06-12 15:00
1655046900,1229,2022-06-12 15:15
1655047800,1102,2022-06-12 15:30
1655048700,840,2022-06-12 15:45
1655049600,751,2022-06-12 16:00
1655050500,719,2022-06-12 16:15
1655051400,953,2022-06-12 16:30
1655052300,1270,2022-06-12 16:45
1655053200,707,2022-06-12 17:00
1655054100,721,2022-06-12 17:15
1655055000,824,2022-06-12 17:30
1655055900,701,2022-06-12 17:45
1655056800,1151,2022-06-12 18:00
1655057700,1247,2022-06-12 18:15
1655058600,916,2022-06-12 18:30
1655059500,1102,2022-06-12 18:45
1655060400,919,2022-06-12 19:00
1655061300,956,2022-06-12 19:15
1655062200,1059,2022-06-12 19:30
1655063100,942,2022-06-12 19:45
1655064000,974,2022-06-12 20:00
1655064900,1017,2022-06-12 20:15
1655065800,928,2022-06-12 20:30
1655066700,1049,2022-06-12 20:45
1655067600,975,2022-06-12 21:00
1655068500,1025,2022-06-12 21:15
1655069400,734,2022-06-12 21:30
1655070300,703,2022-06-12 21:45
1655071200,714,2022-06-12 22:00
1655072100,644,2022-06-12 22:15
1655073000,765,2022-06-12 22:30
1655073900,639,2022-06-12 22:45
1655074800,875,2022-06-12 23:00
1655075700,831,2022-06-12 23:15
1655076600,693,2022-06-12 23:30
1655077500,920,2022-06-12 23:45
1655078400,1099,2022-06-13 00:00
1655079300,1099,2022-06-13 00:15
1655080200,775,2022-06-13 00:30
1655081100,732,2022-06-13 00:45
1655082000,838,2022-06-13 01:00
1655082900,714,2022-06-13 01:15
1655083800,766,2022-06-13 01:30
1655084700,852,2022-06-13 01:45
1655085600,946,2022-06-13 02:00
1655086500,902,2022-06-13 02:15
1655087400,652,2022-06-13 02:30
1655088300,1121,2022-06-13 02:45
1655089200,1370,2022-06-13 03:00
1655090100,1078,2022-06-13 03:15
1655091000,1479,2022-06-13 03:30
1655091900,1325,2022-06-13 03:45
1655092800,886,2022-06-13 04:00
1655093700,797,2022-06-13 04:15
1655094600,1114,2022-06-13 04:30
1655095500,1164,2022-06-13 04:45
1655096400,1038,2022-06-13 05:00
1655097300,857,2022-06-13 05:15
1655098200,985,2022-06-13 05:30
1655099100,1159,2022-06-13 05:45
1655100000,823,2022-06-13 06:00
1655100900,761,2022-06-13 06:15
1655101800,744,2022-06-13 06:30
1655102700,925,2022-06-13 06:45
1655103600,787,2022-06-13 07:00
1655104500,854,2022-06-13 07:15
1655105400,23,2022-06-13 07:30
1655106300,0,2022-06-13 07:45
1655107200,0,2022-06-13 08:00
1655108100,278,2022-06-13 08:15
1655109000,1989,2022-06-13 08:30
1655109900,1945,2022-06-13 08:45
1655110800,1879,2022-06-13 09:00
1655111700,1739,2022-06-13 09:15
1655112600,1532,2022-06-13 09:30
1655113500,1052,2022-06-13 09:45
1655114400,1125,2022-06-13 10:00
1655115300,880,2022-06-13 10:15
1655116200,1067,2022-06-13 10:30
1655117100,1246,2022-06-13 10:45
1655118000,1011,2022-06-13 11:00
1655118900,1152,2022-06-13 11:15
1655119800,1176,2022-06-13 11:30
1655120700,623,2022-06-13 11:45
1655121600,267,2022-06-13 12:00
1655122500,0,2022-06-13 12:15
1655123400,0,2022-06-13 12:30
1655124300,52,2022-06-13 12:45
1655125200,1541,2022-06-13 13:00
1655126100,1157,2022-06-13 13:15
1655127000,868,2022-06-13 13:30
1655127900,651,2022-06-13 13:45
1655128800,837,2022-06-13 14:00
1655129700,696,2022-06-13 14:15
1655130600,445,2022-06-13 14:30
1655131500,510,2022-06-13 14:45
1655132400,699,2022-06-13 15:00
1655133300,418,2022-06-13 15:15
1655134200,1017,2022-06-13 15:30
1655135100,784,2022-06-13 15:45
1655136000,821,2022-06-13 16:00
1655136900,697,2022-06-13 16:15
1655137800,844,2022-06-13 16:30
1655138700,753,2022-06-13 16:45
1655139600,1057,2022-06-13 17:00
1655140500,1040,2022-06-13 17:15
1655141400,772,2022-06-13 17:30
1655142300,876,2022-06-13 17:45
1655143200,830,2022-06-13 18:00
1655144100,885,2022-06-13 18:15
1655145000,1052,2022-06-13 18:30
1655145900,1360,2022-06-13 18:45
1655146800,1166,2022-06-13 19:00
1655147700,989,2022-06-13 19:15
1655148600,1333,2022-06-13 19:30
1655149500,1231,2022-06-13 19:45
1655150400,938,2022-06-13 20:00
1655151300,823,2022-06-13 20:15
1655152200,684,2022-06-13 20:30
1655153100,881,2022-06-13 20:45
1655154000,770,2022-06-13 21:00
1655154900,888,2022-06-13 21:15
1655155800,646,2022-06-13 21:30
1655156700,871,2022-06-13 21:45
1655157600,776,2022-06-13 22:00
1655158500,796,2022-06-13 22:15
1655159400,682,2022-06-13 22:30
1655160300,780,2022-06-13 22:45
1655161200,648,2022-06-13 23:00
1655162100,792,2022-06-13 23:15
1655163000,919,2022-06-13 23:30
1655163900,858,2022-06-13 23:45
1655164800,964,2022-06-14 00:00
1655165700,736,2022-06-14 00:15
1655166600,994,2022-06-14 00:30
1655167500,891,2022-06-14 00:45
1655168400,924,2022-06-14 01:00
1655169300,878,2022-06-14 01:15
1655170200,730,2022-06-14 01:30
1655171100,878,2022-06-14 01:45
1655172000,530,2022-06-14 02:00
1655172900,609,2022-06-14 02:15
1655173800,558,2022-06-14 02:30
1655174700,1021,2022-06-14 02:45
1655175600,806,2022-06-14 03:00
1655176500,1063,2022-06-14 03:15
1655177400,1011,2022-06-14 03:30
1655178300,857,2022-06-14 03:45
1655179200,977,2022-06-14 04:00
1655180100,1107,2022-06-14 04:15
1655181000,1152,2022-06-14 04:30
1655181900,871,2022-06-14 04:45
1655182800,891,2022-06-14 05:00
1655183700,1266,2022-06-14 05:15
1655184600,1361,2022-06-14 05:30
1655185500,1448,2022-06-14 05:45
1655186400,1088,2022-06-14 06:00
1655187300,841,2022-06-14 06:15
1655188200,861,2022-06-14 06:30
1655189100,884,2022-06-14 06:45
1655190000,735,2022-06-14 07:00
1655190900,718,2022-06-14 07:15
1655191800,152,2022-06-14 07:30
1655192700,0,2022-06-14 07:45
1655193600,0,2022-06-14 08:00
1655194500,1650,2022-06-14 08:15
1655195400,1916,2022-06-14 08:30
1655196300,1700,2022-06-14 08:45
1655197200,1578,2022-06-14 09:00
1655198100,1027,2022-06-14 09:15
1655199000,1198,2022-06-14 09:30
1655199900,1159,2022-06-14 09:45
1655200800,1382,2022-06-14 10:00
1655201700,1291,2022-06-14 10:15
1655202600,1209,2022-06-14 10:30
1655203500,1161,2022-06-14 10:45
1655204400,1235,2022-06-14 11:00
1655205300,940,2022-06-14 11:15
1655206200,1164,2022-06-14 11:30
1655207100,1057,2022-06-14 11:45
1655208000,484,2022-06-14 12:00
1655208900,0,2022-06-14 12:15
1655209800,0,2022-06-14 12:30
1655210700,5,2022-06-14 12:45
1655211600,1604,2022-06-14 13:00
1655212500,1156,2022-06-14 13:15
1655213400,1321,2022-06-14 13:30
1655214300,931,2022-06-14 13:45
1655215200,784,2022-06-14 14:00
1655216100,773,2022-06-14 14:15
1655217000,569,2022-06-14 14:30
1655217900,631,2022-06-14 14:45
1655218800,803,2022-06-14 15:00
1655219700,1009,2022-06-14 15:15
1655220600,823,2022-06-14 15:30
1655221500,1097,2022-06-14 15:45
1655222400,1052,2022-06-14 16:00
1655223300,745,2022-06-14 16:15
1655224200,722,2022-06-14 16:30
1655225100,710,2022-06-14 16:45
1655226000,780,2022-06-14 17:00
1655226900,740,2022-06-14 17:15
1655227800,753,2022-06-14 17:30
1655228700,715,2022-06-14 17:45
1655229600,711,2022-06-14 18:00
1655230500,772,2022-06-14 18:15
1655231400,1195,2022-06-14 18:30
1655232300,1231,2022-06-14 18:45
1655233200,1088,2022-06-14 19:00
1655234100,1092,2022-06-14 19:15
1655235000,1262,2022-06-14 19:30
1655235900,981,2022-06-14 19:45
1655236800,781,2022-06-14 20:00
1655237700,720,2022-06-14 20:15
1655238600,900,2022-06-14 20:30
1655239500,838,2022-06-14 20:45
1655240400,939,2022-06-14 21:00
1655241300,853,2022-06-14 21:15
1655242200,878,2022-06-14 21:30
1655243100,904,2022-06-14 21:45
1655244000,868,2022-06-14 22:00
1655244900,866,2022-06-14 22:15
1655245800,928,2022-06-14 22:30
1655246700,1431,2022-06-14 22:45
1655247600,1522,2022-06-14 23:00
1655248500,1517,2022-06-14 23:15
1655249400,1420,2022-06-14 23:30
1655250300,1082,2022-06-14 23:45
1655251200,1237,2022-06-15 00:00
1655252100,1146,2022-06-15 00:15
1655253000,1114,2022-06-15 00:30
1655253900,932,2022-06-15 00:45
1655254800,759,2022-06-15 01:00
1655255700,559,2022-06-15 01:15
1655256600,821,2022-06-15 01:30
1655257500,918,2022-06-15 01:45
1655258400,1034,2022-06-15 02:00
1655259300,745,2022-06-15 02:15
1655260200,638,2022-06-15 02:30
1655261100,816,2022-06-15 02:45
1655262000,1008,2022-06-15 03:00
1655262900,1277,2022-06-15 03:15
1655263800,1259,2022-06-15 03:30
1655264700,1005,2022-06-15 03:45
1655265600,1228,2022-06-15 04:00
1655266500,1346,2022-06-15 04:15
1655267400,1016,2022-06-15 04:30
1655268300,744,2022-06-15 04:45
1655269200,763,2022-06-15 05:00
1655270100,1008,2022-06-15 05:15
1655271000,942,2022-06-15 05:30
1655271900,750,2022-06-15 05:45
1655272800,876,2022-06-15 06:00
1655273700,739,2022-06-15 06:15
1655274600,712,2022-06-15 06:30
1655275500,1046,2022-06-15 06:45
1655276400,1025,2022-06-15 07:00
1655277300,799,2022-06-15 07:15
1655278200,237,2022-06-15 07:30
1655279100,0,2022-06-15 07:45
1655280000,0,2022-06-15 08:00
1655280900,51,2022-06-15 08:15
1655281800,1978,2022-06-15 08:30
1655282700,1964,2022-06-15 08:45
1655283600,1714,2022-06-15 09:00
1655284500,1257,2022-06-15 09:15
1655285400,1153,2022-06-15 09:30
1655286300,1128,2022-06-15 09:45
1655287200,1166,2022-06-15 10:00
1655288100,886,2022-06-15 10:15
1655289000,1116,2022-06-15 10:30
1655289900,974,2022-06-15 10:45
1655290800,952,2022-06-15 11:00
1655291700,1118,2022-06-15 11:15
1655292600,1038,2022-06-15 11:30
1655293500,890,2022-06-15 11:45
1655294400,217,2022-06-15 12:00
1655295300,0,2022-06-15 12:15
1655296200,0,2022-06-15 12:30
1655297100,0,2022-06-15 12:45
1655298000,1740,2022-06-15 13:00
1655298900,1247,2022-06-15 13:15
1655299800,893,2022-06-15 13:30
1655300700,649,2022-06-15 13:45
1655301600,688,2022-06-15 14:00
1655302500,1006,2022-06-15 14:15
1655303400,937,2022-06-15 14:30
1655304300,972,2022-06-15 14:45
1655305200,860,2022-06-15 15:00
1655306100,648,2022-06-15 15:15
1655307000,1079,2022-06-15 15:30
1655307900,1054,2022-06-15 15:45
1655308800,1053,2022-06-15 16:00
1655309700,1256,2022-06-15 16:15
1655310600,1230,2022-06-15 16:30
1655311500,854,2022-06-15 16:45
1655312400,842,2022-06-15 17:00
1655313300,903,2022-06-15 17:15
1655314200,832,2022-06-15 17:30
1655315100,796,2022-06-15 17:45
1655316000,891,2022-06-15 18:00
1655316900,976,2022-06-15 18:15
1655317800,937,2022-06-15 18:30
1655318700,984,2022-06-15 18:45
1655319600,1003,2022-06-15 19:00
1655320500,904,2022-06-15 19:15
1655321400,982,2022-06-15 19:30
1655322300,1249,2022-06-15 19:45
1655323200,1288,2022-06-15 20:00
1655324100,1060,2022-06-15 20:15
1655325000,884,2022-06-15 20:30
1655325900,1194,2022-06-15 20:45
1655326800,1012,2022-06-15 21:00
1655327700,779,2022-06-15 21:15
1655328600,759,2022-06-15 21:30
1655329500,730,2022-06-15 21:45
1655330400,797,2022-06-15 22:00
1655331300,890,2022-06-15 22:15
1655332200,751,2022-06-15 22:30
1655333100,859,2022-06-15 22:45
1655334000,850,2022-06-15 23:00
1655334900,799,2022-06-15 23:15
1655335800,810,2022-06-15 23:30
1655336700,821,2022-06-15 23:45
1655337600,781,2022-06-16 00:00
1655338500,609,2022-06-16 00:15
1655339400,512,2022-06-16 00:30
1655340300,589,2022-06-16 00:45
1655341200,709,2022-06-16 01:00
1655342100,842,2022-06-16 01:15
1655343000,747,2022-06-16 01:30
1655343900,718,2022-06-16 01:45
1655344800,511,2022-06-16 02:00
1655345700,690,2022-06-16 02:15
1655346600,607,2022-06-16 02:30
1655347500,859,2022-06-16 02:45
1655348400,1115,2022-06-16 03:00
1655349300,1401,2022-06-16 03:15
1655350200,1443,2022-06-16 03:30
1655351100,1088,2022-06-16 03:45
1655352000,1386,2022-06-16 04:00
1655352900,1127,2022-06-16 04:15
1655353800,678,2022-06-16 04:30
1655354700,678,2022-06-16 04:45
1655355600,678,2022-06-16 05:00
1655356500,678,2022-06-16 05:15
1655357400,678,2022-06-16 05:30
1655358300,678,2022-06-16 05:45
1655359200,678,2022-06-16 06:00
1655360100,678,2022-06-16 06:15
1655361000,678,2022-06-16 06:30
1655361900,678,2022-06-16 06:45
1655362800,678,2022-06-16 07:00
1655363700,678,2022-06-16 07:15
1655364600,678,2022-06-16 07:30
1655365500,678,2022-06-16 07:45
1655366400,678,2022-06-16 08:00
1655367300,678,2022-06-16 08:15
1655368200,678,2022-06-16 08:30
1655369100,678,2022-06-16 08:45
1655370000,678,2022-06-16 09:00
1655370900,678,2022-06-16 09:15
1655371800,678,2022-06-16 09:30
1655372700,678,2022-06-16 09:45
1655373600,678,2022-06-16 10:00
1655374500,678,2022-06-16 10:15
1655375400,678,2022-06-16 10:30
1655376300,678,2022-06-16 10:45
1655377200,678,2022-06-16 11:00
1655378100,678,2022-06-16 11:15
1655379000,678,2022-06-16 11:30
1655379900,678,2022-06-16 11:45
1655380800,678,2022-06-16 12:00
1655381700,678,2022-06-16 12:15
1655382600,678,2022-06-16 12:30
1655383500,678,2022-06-16 12:45
1655384400,678,2022-06-16 13:00
1655385300,678,2022-06-16 13:15
1655386200,678,2022-06-16 13:30
1655387100,678,2022-06-16 13:45
1655388000,678,2022-06-16 14:00
1655388900,678,2022-06-16 14:15
1655389800,678,2022-06-16 14:30
1655390700,678,2022-06-16 14:45
1655391600,678,2022-06-16 15:00
1655392500,678,2022-06-16 15:15
1655393400,678,2022-06-16 15:30
1655394300,678,2022-06-16 15:45
1655395200,0,2022-06-16 16:00
1655396100,0,2022-06-16 16:15
1655397000,0,2022-06-16 16:30
1655397900,0,2022-06-16 16:45
1655398800,0,2022-06-16 17:00
1655399700,0,2022-06-16 17:15
1655400600,0,2022-06-16 17:30
1655401500,0,2022-06-16 17:45
1655402400,0,2022-06-16 18:00
1655403300,0,2022-06-16 18:15
1655404200,0,2022-06-16 18:30
1655405100,0,2022-06-16 18:45
1655406000,0,2022-06-16 19:00
1655406900,0,2022-06-16 19:15
1655407800,0,2022-06-16 19:30
1655408700,0,2022-06-16 19:45
1655409600,0,2022-06-16 20:00
1655410500,0,2022-06-16 20:15
1655411400,0,2022-06-16 20:30
1655412300,0,2022-06-16 20:45
1655413200,0,2022-06-16 21:00
1655414100,0,2022-06-16 21:15
1655415000,0,2022-06-16 21:30
1655415900,0,2022-06-16 21:45
1655416800,0,2022-06-16 22:00
1655417700,0,2022-06-16 22:15
1655418600,0,2022-06-16 22:30
1655419500,0,2022-06-16 22:45
1655420400,0,2022-06-16 23:00
1655421300,0,2022-06-16 23:15
1655422200,0,2022-06-16 23:30
1655423100,0,2022-06-16 23:45
1655424000,0,2022-06-17 00:00
1655424900,0,2022-06-17 00:15
1655425800,0,2022-06-17 00:30
1655426700,0,2022-06-17 00:45
1655427600,0,2022-06-17 01:00
1655428500,0,2022-06-17 01:15
1655429400,0,2022-06-17 01:30
1655430300,0,2022-06-17 01:45
1655431200,0,2022-06-17 02:00
1655432100,0,2022-06-17 02:15
1655433000,0,2022-06-17 02:30
1655433900,0,2022-06-17 02:45
1655434800,0,2022-06-17 03:00
1655435700,0,2022-06-17 03:15
1655436600,0,2022-06-17 03:30
1655437500,0,2022-06-17 03:45
1655438400,0,2022-06-17 04:00
1655439300,0,2022-06-17 04:15
1655440200,0,2022-06-17 04:30
1655441100,0,2022-06-17 04:45
1655442000,0,2022-06-17 05:00
1655442900,0,2022-06-17 05:15
1655443800,0,2022-06-17 05:30
1655444700,0,2022-06-17 05:45
1655445600,0,2022-06-17 06:00
1655446500,0,2022-06-17 06:15
1655447400,0,2022-06-17 06:30
1655448300,0,2022-06-17 06:45
1655449200,0,2022-06-17 07:00
1655450100,0,2022-06-17 07:15
1655451000,0,2022-06-17 07:30
1655451900,0,2022-06-17 07:45
1655452800,0,2022-06-17 08:00
1655453700,0,2022-06-17 08:15
1655454600,0,2022-06-17 08:30
1655455500,0,2022-06-17 08:45
1655456400,0,2022-06-17 09:00
1655457300,0,2022-06-17 09:15
1655458200,0,2022-06-17 09:30
1655459100,0,2022-06-17 09:45
1655460000,0,2022-06-17 10:00
1655460900,0,2022-06-17 10:15
1655461800,0,2022-06-17 10:30
1655462700,0,2022-06-17 10:45
1655463600,0,2022-06-17 11:00
1655464500,0,2022-06-17 11:15
1655465400,0,2022-06-17 11:30
1655466300,0,2022-06-17 11:45
1655467200,0,2022-06-17 12:00
1655468100,0,2022-06-17 12:15
1655469000,0,2022-06-17 12:30
1655469900,0,2022-06-17 12:45
1655470800,0,2022-06-17 13:00
1655471700,0,2022-06-17 13:15
1655472600,0,2022-06-17 13:30
1655473500,0,2022-06-17 13:45
1655474400,0,2022-06-17 14:00
1655475300,0,2022-06-17 14:15
1655476200,0,2022-06-17 14:30
1655477100,0,2022-06-17 14:45
1655478000,0,2022-06-17 15:00
1655478900,0,2022-06-17 15:15
1655479800,0,2022-06-17 15:30
1655480700,0,2022-06-17 15:45
1655481600,0,2022-06-17 16:00
1655482500,0,2022-06-17 16:15
1655483400,0,2022-06-17 16:30
1655484300,0,2022-06-17 16:45
1655485200,0,2022-06-17 17:00
1655486100,0,2022-06-17 17:15
1655487000,0,2022-06-17 17:30
1655487900,0,2022-06-17 17:45
1655488800,0,2022-06-17 18:00
1655489700,0,2022-06-17 18:15
1655490600,0,2022-06-17 18:30
1655491500,0,2022-06-17 18:45
1655492400,0,2022-06-17 19:00
1655493300,0,2022-06-17 19:15
1655494200,0,2022-06-17 19:30
1655495100,0,2022-06-17 19:45
1655496000,0,2022-06-17 20:00
1655496900,0,2022-06-17 20:15
1655497800,0,2022-06-17 20:30
1655498700,0,2022-06-17 20:45
1655499600,0,2022-06-17 21:00
1655500500,0,2022-06-17 21:15
1655501400,0,2022-06-17 21:30
1655502300,0,2022-06-17 21:45
1655503200,0,2022-06-17 22:00
1655504100,0,2022-06-17 22:15
1655505000,0,2022-06-17 22:30
1655505900,0,2022-06-17 22:45
1655506800,0,2022-06-17 23:00
1655507700,0,2022-06-17 23:15
1655508600,0,2022-06-17 23:30
1655509500,0,2022-06-17 23:45
1655510400,0,2022-06-18 00:00
1655511300,0,2022-06-18 00:15
1655512200,0,2022-06-18 00:30
1655513100,0,2022-06-18 00:45
1655514000,0,2022-06-18 01:00
1655514900,0,2022-06-18 01:15
1655515800,0,2022-06-18 01:30
1655516700,0,2022-06-18 01:45
1655517600,0,2022-06-18 02:00
1655518500,0,2022-06-18 02:15
